,kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.channelTitle,snippet.playlistId,snippet.position,snippet.resourceId.kind,snippet.resourceId.videoId,snippet.videoOwnerChannelTitle,snippet.videoOwnerChannelId,publish_date,viewcount_jamescharles
411,youtube#playlistItem,z1tFGmPKXkQLmRQHxH5fnU8SmZA,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLk1zTnZoU0h2djRZ,2018-03-23T21:23:35Z,UCucot-Zp428OwkyRm2I7v2Q,MY LITTLE BROTHER & I SWITCHED LIVES FOR A DAY,"Thanks to Best Fiends for sponsoring this video! Download Best Fiends for FREE: http://download.BestFiends.com/EasterEgg and get $5 worth of gold and diamonds for FREE if you beat level 3!  HI SISTERS! Sister Ian is BACK for part 2 of our series! Last week you saw My Little Brother Tries To Follow My Makeup Routine and I had a little surprise for him... a full day where we switch lives. Watch as he gets pinkity drinkities, a full set of nails, does a photoshoot, goes to a voice lesson, and more! ENJOY!  PART 1: MY LITTLE BROTHER TRIES TO FOLLOW MY MAKEUP http://bit.ly/LittleBrotherMakeupRoutine PART 2: MY LITTLE BROTHER & I SWITCHED LIVES FOR A DAY http://bit.ly/BrotherLifeSwitch PART 3: MY LITTLE BROTHER GOES TO A MAKEUP PARTY http://bit.ly/LittleBrotherMakeupParty  SISTER'S APPAREL » http://bit.ly/2BYGcZx SUBSCRIBE TO MY CHANNEL » http://bit.ly/JamesCharles for new videos!  ______  ♡ LET'S BE BFFS INSTAGRAM » http://instagram.com/jamescharles TWITTER » http://twitter.com/jamescharles SNAPCHAT » jamescharless  SISTER IAN INSTAGRAM » http://instagram.com/ianjd12 TWITTER » http://twitter.com/ianjd12 ______  ♡ COUPON CODES: MORPHE BRUSHES » Use code ""JAMES"" for 10% off all products http://morphebrushes.com  UBER » Use code ""SISTERJAMES"" for $5 off your first 3 rides!  LAURAS BOUTIQUE » Use code ""JAMES"" for 10% off all items http://lauras-boutique.com  LILLY LASHES » Use code ""JAMES"" for 15% off all lashes https://lillylashes.com/  SKINDINAVIA » Use code ""JAMES"" for 25% off all products http://skindinavia.com  OFRA » Use code ""JAMES"" for 30% off all products http://ofracosmetics.com  ** All of the above links are affiliate links! I do make commission off of code uses. You don't have to use them, it's simply there to provide a discount for you guys!  ______  ♡ GRAPHICS Michael Rusakov http://instagram.com/michael.ny  ♡ EDITING Kelly Rocklein http://instagram.com/officialkellyrocklein  ♡ MUSIC @Ehrlingofficial - Dance With Me (Vlog No Copyright Music) Music promoted by No Copyright Music. https://youtu.be/Zs5eA-rvCdE // https://soundcloud.com/ehrling  Abstract - LA VIBES https://soundcloud.com/abstract-official BangersOnly https://www.youtube.com/watch?v=jGc1Yv4bvV4",James Charles,UUucot-Zp428OwkyRm2I7v2Q,410,youtube#video,MsNvhSHvv4Y,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2018-03-23,16348357
412,youtube#playlistItem,8tiROqWUc93yS2roKPDga2-xQqs,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLmJvTXhvZ1ROUUQ0,2018-03-20T20:59:34Z,UCucot-Zp428OwkyRm2I7v2Q,LITTLE BROTHER TRIES TO FOLLOW MY MAKEUP TUTORIAL,"SISTER IAN IS BACK. After doing my little brothers makeup, little brother does my makeup, and turning my little brother into a drag queen... I thought it was time for my little brother to do his own makeup and follow one of my tutorials. This is only part 1 of an EPIC series that you're not gonna wanna miss... watch until the very end, thumbs up, and ENJOY!   PART 1: MY LITTLE BROTHER TRIES TO FOLLOW MY MAKEUP http://bit.ly/LittleBrotherMakeupRoutine PART 2: MY LITTLE BROTHER & I SWITCHED LIVES FOR A DAY http://bit.ly/BrotherLifeSwitch PART 3: MY LITTLE BROTHER GOES TO A MAKEUP PARTY http://bit.ly/LittleBrotherMakeupParty  SISTER'S APPAREL » http://bit.ly/2BYGcZx SUBSCRIBE TO MY CHANNEL » http://bit.ly/JamesCharles for new videos!  ______  ♡ LET'S BE BFFS INSTAGRAM » http://instagram.com/jamescharles TWITTER » http://twitter.com/jamescharles SNAPCHAT » jamescharless  SISTER IAN INSTAGRAM » http://instagram.com/ianjd12 TWITTER » http://twitter.com/ianjd12 ______  ♡ COUPON CODES: MORPHE BRUSHES » Use code ""JAMES"" for 10% off all products http://morphebrushes.com  UBER » Use code ""SISTERJAMES"" for $5 off your first 3 rides!  LAURAS BOUTIQUE » Use code ""JAMES"" for 10% off all items http://lauras-boutique.com  LILLY LASHES » Use code ""JAMES"" for 15% off all lashes https://lillylashes.com/  SKINDINAVIA » Use code ""JAMES"" for 25% off all products http://skindinavia.com  OFRA » Use code ""JAMES"" for 30% off all products http://ofracosmetics.com  ** All of the above links are affiliate links! I do make commission off of code uses. You don't have to use them, it's simply there to provide a discount for you guys!  ______  ♡ GRAPHICS Michael Rusakov http://instagram.com/michael.ny  ♡ EDITING Kelly Rocklein http://instagram.com/officialkellyrocklein",James Charles,UUucot-Zp428OwkyRm2I7v2Q,411,youtube#video,boMxogTNQD4,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2018-03-20,29611374
413,youtube#playlistItem,1Kk7xOMpjgic_jlu5EAb3dMH1ks,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLmxFbHRtUGFneDZN,2018-03-16T19:03:13Z,UCucot-Zp428OwkyRm2I7v2Q,DEMI LOVATO - YOU DON'T DO IT FOR ME ANYMORE (FLASHBACK),"BUY ON iTUNES » https://apple.co/2pnetcf STREAM ON SPOTIFY » http://spoti.fi/2tSik6z  HI SISTERS! FLASHBACK IS BACK! Please enjoy our brand new cover of You Don't Do It For Me Anymore by one of our all time FAVORITE artists, Demi Lovato. This is one of our favorite songs right now and it was so much fun to sing for you guys! We hope you love it as much as we do.  YOUTUBE » http://bit.ly/FlashbckMusic INSTAGRAM » http://instagram.com/flashbckmusic FACEBOOK » http://facebook.com/flashbckmusic TWITTER » http://twitter.com/flashbckmusic SNAPCHAT » flashbckmusic  ANTHONY GARGIULA (SOLO!!!) » Insta/Twitter: @AnthonyGargiula JAMES CHARLES (Baritone) » Insta/Twitter: @JamesCharles NINA ANN (Alto) » Insta/Twitter: @ninaannmusic GABA (Soprano) » Insta/Twitter: @ElizabethGaba NOAH DAVIS (Vocal Percussion) » Insta/Twitter: @NoahBarenDavis RENO SELMSER (Bass) » Insta/Twitter: @RenoSelmser   ____  Arranged by Ben Bram and Gaba Engineered and vocal produced by Ben Bram at Bramhaus http://thebenbram.com Additional Production by Ted Trembinski https://tedtrembinski.com Mixed by Ed Boyer http://edboyeracappella.com",James Charles,UUucot-Zp428OwkyRm2I7v2Q,412,youtube#video,lEltmPagx6M,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2018-03-16,1599086
414,youtube#playlistItem,pBB6AHyPIfqICV4Un2WyyHMRB9g,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLmRINFpYbWVFSlhz,2018-03-09T23:00:51Z,UCucot-Zp428OwkyRm2I7v2Q,STRANGERS DO MY MAKEUP ON HOLLYWOOD BOULEVARD,"HI SISTERS! I've only had my makeup done a few times, and every time it's been my professional artists. For today's video, I stood in the middle of Hollywood California and asked random strangers passing by to each do a step of my glam. It turned out... interesting.  HOW TO GET PERFECT BROWS, EYESHADOW, LINER, & LASHES » http://bit.ly/PerfectEyeMakeup DOING MY MOM'S MAKEUP » bit.ly/DoingMyMomsMakeup MY PARENTS DO MY MAKEUP » bit.ly/ParentsDoMyMakeup  SISTER'S APPAREL » http://bit.ly/2BYGcZx SUBSCRIBE TO MY CHANNEL » http://bit.ly/JamesCharles for new videos!  ______  ♡ LET'S BE BFFS INSTAGRAM » http://instagram.com/jamescharles TWITTER » http://twitter.com/jamescharles SNAPCHAT » jamescharless  ______   ♡ COUPON CODES: MORPHE BRUSHES » Use code ""JAMES"" for 10% off all products http://morphebrushes.com  UBER » Use code ""SISTERJAMES"" for $5 off your first 3 rides!  LAURAS BOUTIQUE » Use code ""JAMES"" for 10% off all items http://lauras-boutique.com  LILLY LASHES » Use code ""JAMES"" for 15% off all lashes https://lillylashes.com/  SKINDINAVIA » Use code ""JAMES"" for 25% off all products http://skindinavia.com  OFRA » Use code ""JAMES"" for 30% off all products http://ofracosmetics.com  ** All of the above links are affiliate links! I do make commission off of code uses. You don't have to use them, it's simply there to provide a discount for you guys!  ______  ♡ GRAPHICS Michael Rusakov http://instagram.com/michael.ny  ♡ EDITING Kelly Rocklein http://instagram.com/officialkellyrocklein",James Charles,UUucot-Zp428OwkyRm2I7v2Q,413,youtube#video,dH4ZXmeEJXs,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2018-03-09,4678743
415,youtube#playlistItem,Coo1rOZEIWOEah5XCm8Ixffypos,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLi1xakdmaS1GUXJv,2018-03-06T23:30:26Z,UCucot-Zp428OwkyRm2I7v2Q,"BROWS, EYESHADOW, WINGED LINER, & LASHES FOR BEGINNERS","HI SISTERS! I taught you guys how to get perfect skin with makeup, but now it's time for... everything else. In today's video, I break down how to find your perfect brow shape, fill in your brows, blend your eyeshadow, cut your crease, do a perfect wing liner for your eye shape, curl your lashes, apply mascara, and how to perfectly put on fake eyelashes.  HOW TO GET PERFECT SKIN WITH MAKEUP » http://bit.ly/PerfectSkinWithMakeup  HAVE YOU SEEN MY LAST VIDEO? » http://bit.ly/DoingMyMomsMakeup SISTER'S APPAREL » http://bit.ly/2BYGcZx SUBSCRIBE TO MY CHANNEL » http://bit.ly/JamesCharles for new videos!  ______  ♡ LET'S BE BFFS INSTAGRAM » http://instagram.com/jamescharles TWITTER » http://twitter.com/jamescharles SNAPCHAT » jamescharless  ______  ♡ COUPON CODES: MORPHE BRUSHES » Use code ""JAMES"" for 10% off all products http://morphebrushes.com  UBER » Use code ""SISTERJAMES"" for $5 off your first 3 rides!  LAURAS BOUTIQUE » Use code ""JAMES"" for 10% off all items http://lauras-boutique.com  LILLY LASHES » Use code ""JAMES"" for 15% off all lashes https://lillylashes.com/  SKINDINAVIA » Use code ""JAMES"" for 25% off all products http://skindinavia.com  OFRA » Use code ""JAMES"" for 30% off all products http://ofracosmetics.com  ** All of the above links are affiliate links! I do make commission off of code uses. You don't have to use them, it's simply there to provide a discount for you guys! ______  ♡ FTC DISCLAIMER: This video IS sponsored by NYX Cosmetics to promote their new Worth The Hype mascara. As always, all opinions are my own and I NEVER take sponsorships unless I genuinely enjoy the product.  ______  ♡ GRAPHICS Michael Rusakov http://instagram.com/michael.ny  ♡ EDITING Kelly Rocklein http://instagram.com/officialkellyrocklein",James Charles,UUucot-Zp428OwkyRm2I7v2Q,414,youtube#video,-qjGfi-FQro,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2018-03-06,6795009
416,youtube#playlistItem,gtNoXQAW0LEKSCGnnFsguIboKwk,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLmRuamIzOEVRTTg0,2018-03-02T22:01:08Z,UCucot-Zp428OwkyRm2I7v2Q,DOING MY MOM'S MAKEUP,"HI SISTERS! After so much love on my last video with my parents, so many of you guys wanted to see me give my beautiful mom a full glam makeover! Today I sat down with my best friend in the world and glammed her up for the first time while talking about parenting, my childhood, and all things makeup. Enjoy and you heard the woman, lets get 200k thumbs up!  MY MOM'S BOOK » https://www.amazon.com/James-Charles-Born-Break-Boundaries/dp/1978483856 MY MOM'S INSTAGRAM » http://instagram.com/Christiebee19  HAVE YOU SEEN MY LAST VIDEO? » http://bit.ly/ParentsDoMyMakeup SISTER'S APPAREL » http://bit.ly/2BYGcZx SUBSCRIBE TO MY CHANNEL » http://bit.ly/JamesCharles for new videos!  ______  ♡ LET'S BE BFFS INSTAGRAM » http://instagram.com/jamescharles TWITTER » http://twitter.com/jamescharles SNAPCHAT » jamescharless  ______   ♡ COUPON CODES: MORPHE BRUSHES » Use code ""JAMES"" for 10% off all products http://morphebrushes.com  UBER » Use code ""SISTERJAMES"" for $5 off your first 3 rides!  LAURAS BOUTIQUE » Use code ""JAMES"" for 10% off all items http://lauras-boutique.com  LILLY LASHES » Use code ""JAMES"" for 15% off all lashes https://lillylashes.com/  SKINDINAVIA » Use code ""JAMES"" for 25% off all products http://skindinavia.com  OFRA » Use code ""JAMES"" for 30% off all products http://ofracosmetics.com  ** All of the above links are affiliate links! I do make commission off of code uses. You don't have to use them, it's simply there to provide a discount for you guys! ______  ♡ GRAPHICS Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,415,youtube#video,dnjb38EQM84,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2018-03-02,9656103
417,youtube#playlistItem,OAGEvwBvUBV-Ybe-1i7spYc4XMg,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLnh2bVRyNlMwMEF3,2018-02-27T22:02:48Z,UCucot-Zp428OwkyRm2I7v2Q,MY PARENTS DO MY MAKEUP,"HI SISTERS! You've met me, my ""daddy"", all of my friends, and my brother... but you haven't met the two most important people in my life... my parents! In this episode of BEAUTY BATTLES, my Mom and my Dad face off to see who really gave me the makeup abilities and who's the more talented artist. I've never laughed so hard filming a video before!! Watch until the end for probably the funniest bloopers in the world!! ENJOY!  HAVE YOU SEEN MY LAST VIDEO? » http://bit.ly/MostAskedBeauty SISTER'S APPAREL » http://bit.ly/2BYGcZx SUBSCRIBE TO MY CHANNEL » http://bit.ly/JamesCharles for new videos!  ______  ♡ LET'S BE BFFS INSTAGRAM » http://instagram.com/jamescharles TWITTER » http://twitter.com/jamescharles SNAPCHAT » jamescharless  ______   ♡ COUPON CODES: MORPHE BRUSHES » Use code ""JAMES"" for 10% off all products http://morphebrushes.com  UBER » Use code ""SISTERJAMES"" for $5 off your first 3 rides!  LAURAS BOUTIQUE » Use code ""JAMES"" for 10% off all items http://lauras-boutique.com  LILLY LASHES » Use code ""JAMES"" for 15% off all lashes https://lillylashes.com/  SKINDINAVIA » Use code ""JAMES"" for 25% off all products http://skindinavia.com  OFRA » Use code ""JAMES"" for 30% off all products http://ofracosmetics.com  ** All of the above links are affiliate links! I do make commission off of code uses. You don't have to use them, it's simply there to provide a discount for you guys! ______  ♡ GRAPHICS Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,416,youtube#video,xvmTr6S00Aw,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2018-02-27,11373721
418,youtube#playlistItem,m5R5QFY3D35cBffx18QVZNgE9xU,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLmhWYVlnMTFNTkpF,2018-02-22T20:25:13Z,UCucot-Zp428OwkyRm2I7v2Q,HOW TO GET PERFECT SKIN WITH MAKEUP,"HI SISTERS! In my tutorials, I often tend to skip over a lot of really important information. I feel like you guys are makeup masters, but I always forget that I have so many sisters out there who are still beginners! In today's video, I answer all of the internet's most asked beauty questions... enjoy!  HAVE YOU SEEN MY LAST VIDEO? » http://bit.ly/IFollowJenna SISTER'S APPAREL » http://bit.ly/2BYGcZx SUBSCRIBE TO MY CHANNEL » http://bit.ly/JamesCharles for new videos!  ______  ♡ LET'S BE BFFS INSTAGRAM » http://instagram.com/jamescharles TWITTER » http://twitter.com/jamescharles SNAPCHAT » jamescharless  ______   ♡ COUPON CODES: MORPHE BRUSHES » Use code ""JAMES"" for 10% off all products http://morphebrushes.com LAURAS BOUTIQUE » Use code ""JAMES"" for 10% off all items http://lauras-boutique.com LILLY LASHES » Use code ""JAMES"" for 10% off all lashes https://lillylashes.com/ THE MAKEUP SHACK » Use code ""JAMES"" for 20% off all items online & in store http://themakeupshack.com NUBOUNSOM » Use code ""JAMES"" for 20% off all lashes https://nubounsom.com/ SKINDINAVIA » Use code ""JAMES"" for 25% off all products http://skindinavia.com OFRA » Use code ""JAMES"" for 30% off all products http://ofracosmetics.com UBER » Use code ""JAMESD15432UE"" for $20 off a ride!  ** All of the above links are affiliate links! I do make commission off of code uses. You don't have to use them, it's simply there to provide a discount for you guys! ______  ♡ GRAPHICS Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,417,youtube#video,hVaYg11MNJE,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2018-02-22,5617577
419,youtube#playlistItem,RXTMtSe8HiZwrt_3PGxSVjg2iuI,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLk9xbFFNN1BLV1Fz,2018-02-17T18:00:01Z,UCucot-Zp428OwkyRm2I7v2Q,I TRIED FOLLOWING A JENNA MARBLES MAKEUP TUTORIAL,"HI SISTERS! A hilarious trend has been circulating the makeup world recently where people try and follow beauty guru's tutorials in order to get ready. I was BLESSED with the queen herself, Jenna Marbles, following one of my tutorials, so I thought it was only right to follow one of hers in return. From 7 years ago. Enjoy.  JENNA'S VIDEO » https://www.youtube.com/watch?v=TzP676lbUY Thomas Halbert » https://www.youtube.com/watch?v=eDxqbU-guS0  HAVE YOU SEEN MY LAST VIDEO? » http://bit.ly/ReverseMakeup SISTER'S APPAREL » http://bit.ly/2BYGcZx SUBSCRIBE TO MY CHANNEL » http://bit.ly/JamesCharles for new videos!  ______  ♡ LET'S BE BFFS INSTAGRAM » http://instagram.com/jamescharles TWITTER » http://twitter.com/jamescharles SNAPCHAT » jamescharless  ______   ♡ COUPON CODES: MORPHE BRUSHES » Use code ""JAMES"" for 10% off all products http://morphebrushes.com LAURAS BOUTIQUE » Use code ""JAMES"" for 10% off all items http://lauras-boutique.com LILLY LASHES » Use code ""JAMES"" for 10% off all lashes https://lillylashes.com/ THE MAKEUP SHACK » Use code ""JAMES"" for 20% off all items online & in store http://themakeupshack.com NUBOUNSOM » Use code ""JAMES"" for 20% off all lashes https://nubounsom.com/ SKINDINAVIA » Use code ""JAMES"" for 25% off all products http://skindinavia.com OFRA » Use code ""JAMES"" for 30% off all products http://ofracosmetics.com UBER » Use code ""JAMESD15432UE"" for $20 off a ride!  ** All of the above links are affiliate links! I do make commission off of code uses. You don't have to use them, it's simply there to provide a discount for you guys! ______  ♡ GRAPHICS Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,418,youtube#video,OqlQM7PKWQs,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2018-02-17,10020736
420,youtube#playlistItem,XVQ1s3_rXWlBU-9GfOLeDgu395E,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLmRGY0Nkc2xpSXVj,2018-02-14T21:30:10Z,UCucot-Zp428OwkyRm2I7v2Q,DOING MY MAKEUP IN REVERSE,"HI SISTERS! I'm back with another makeup challenge! Every makeup lover has a routine with their favorite products that they like to follow. For today's video, I break all of the makeup laws and do my makeup completely BACKWARDS. Starting with setting spray & ending with foundation, will I be able to pull it off? Enjoy and don't forget to thumbs up!  HAVE YOU SEEN MY LAST VIDEO? » http://bit.ly/MakeupInTheDark SISTER'S APPAREL » http://bit.ly/2BYGcZx SUBSCRIBE TO MY CHANNEL » http://bit.ly/JamesCharles for new videos!  ORIGINAL VIDEO » https://www.youtube.com/watch?v=MUC-ttF70RQ TATI'S VIDEO » https://www.youtube.com/watch?v=GFcZJNmNeO8 MICHAEL FINCH'S VIDEO » https://www.youtube.com/watch?v=80x7z-tQ75U ______  ♡ LET'S BE BFFS INSTAGRAM » http://instagram.com/jamescharles TWITTER » http://twitter.com/jamescharles SNAPCHAT » jamescharless  ______   ♡ COUPON CODES: MORPHE BRUSHES » Use code ""JAMES"" for 10% off all products http://morphebrushes.com LAURAS BOUTIQUE » Use code ""JAMES"" for 10% off all items http://lauras-boutique.com LILLY LASHES » Use code ""JAMES"" for 10% off all lashes https://lillylashes.com/ THE MAKEUP SHACK » Use code ""JAMES"" for 20% off all items online & in store http://themakeupshack.com NUBOUNSOM » Use code ""JAMES"" for 20% off all lashes https://nubounsom.com/ SKINDINAVIA » Use code ""JAMES"" for 25% off all products http://skindinavia.com OFRA » Use code ""JAMES"" for 30% off all products http://ofracosmetics.com UBER » Use code ""JAMESD15432UE"" for $20 off a ride!  ** All of the above links are affiliate links! I do make commission off of code uses. You don't have to use them, it's simply there to provide a discount for you guys! ______  ♡ GRAPHICS Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,419,youtube#video,dFcCdsliIuc,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2018-02-14,13037638
421,youtube#playlistItem,U7kQIu-91TMHxzZpMOVYh583bvw,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLldza2Z2RUJtVzZJ,2018-02-09T00:30:02Z,UCucot-Zp428OwkyRm2I7v2Q,DOING MY MAKEUP IN THE DARK!,"HI SISTERS! For beauty videos, I usually film in front of HUGE lights that make me look very pretty. For today's video, I turned them off and put my knowledge of my makeup collection to the test... and did my makeup in the dark! It was an interesting challenge to say the least. I hope you enjoy and don't forget to thumbs up & subscribe!  HAVE YOU SEEN MY LAST VIDEO? » http://bit.ly/BeautyCommunityDrama SISTER'S APPAREL » http://bit.ly/2BYGcZx SUBSCRIBE TO MY CHANNEL » http://bit.ly/JamesCharles for new videos!  ______  ♡ LET'S BE BFFS INSTAGRAM » http://instagram.com/jamescharles TWITTER » http://twitter.com/jamescharles SNAPCHAT » jamescharless  ______   ♡ COUPON CODES: MORPHE BRUSHES » Use code ""JAMES"" for 10% off all products http://morphebrushes.com LAURAS BOUTIQUE » Use code ""JAMES"" for 10% off all items http://lauras-boutique.com LILLY LASHES » Use code ""JAMES"" for 10% off all lashes https://lillylashes.com/ THE MAKEUP SHACK » Use code ""JAMES"" for 20% off all items online & in store http://themakeupshack.com NUBOUNSOM » Use code ""JAMES"" for 20% off all lashes https://nubounsom.com/ SKINDINAVIA » Use code ""JAMES"" for 25% off all products http://skindinavia.com OFRA » Use code ""JAMES"" for 30% off all products http://ofracosmetics.com UBER » Use code ""JAMESD15432UE"" for $20 off a ride!  ** All of the above links are affiliate links! I do make commission off of code uses. You don't have to use them, it's simply there to provide a discount for you guys! ______  ♡ GRAPHICS Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,420,youtube#video,WskfvEBmW6I,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2018-02-09,7237091
422,youtube#playlistItem,sWQWa_ZyFmZBwtyDnRnSUcfpP08,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLmJwWjRPUWlxWFY4,2018-01-31T21:00:05Z,UCucot-Zp428OwkyRm2I7v2Q,DRAMA IN THE BEAUTY COMMUNITY,"HI SISTERS! For today's video, I'm recreating one of my first makeup looks I ever did while answering your guy's questions on everything from drama in the beauty community, getting married, and even whether or not pineapple belongs on pizza. I hope you enjoy and don't forget to thumbs up & subscribe!  HAVE YOU SEEN MY LAST VIDEO? » http://bit.ly/RecreatingFanMakeup SISTER'S APPAREL » http://bit.ly/2BYGcZx SUBSCRIBE TO MY CHANNEL » http://bit.ly/JamesCharles for new videos!  ______  ♡ LET'S BE BFFS INSTAGRAM » http://instagram.com/jamescharles TWITTER » http://twitter.com/jamescharles SNAPCHAT » jamescharless  ______   ♡ COUPON CODES: MORPHE BRUSHES » Use code ""JAMES"" for 10% off all products http://morphebrushes.com LAURAS BOUTIQUE » Use code ""JAMES"" for 10% off all items http://lauras-boutique.com LILLY LASHES » Use code ""JAMES"" for 10% off all lashes https://lillylashes.com/ THE MAKEUP SHACK » Use code ""JAMES"" for 20% off all items online & in store http://themakeupshack.com NUBOUNSOM » Use code ""JAMES"" for 20% off all lashes https://nubounsom.com/ SKINDINAVIA » Use code ""JAMES"" for 25% off all products http://skindinavia.com OFRA » Use code ""JAMES"" for 30% off all products http://ofracosmetics.com UBER » Use code ""JAMESD15432UE"" for $20 off a ride!  ** All of the above links are affiliate links! I do make commission off of code uses. You don't have to use them, it's simply there to provide a discount for you guys! ______  ♡ GRAPHICS Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,421,youtube#video,bpZ4OQiqXV8,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2018-01-31,3912800
423,youtube#playlistItem,QFq3U0jXlaRksVzFf0Tt22rbwvI,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLmtWakRpa0xZTUVj,2018-01-25T21:49:00Z,UCucot-Zp428OwkyRm2I7v2Q,RECREATING MY FOLLOWER'S MAKEUP LOOKS,"HI SISTERS! I get to inspire you guys all of the time with my makeup looks, but for today's video, I wanted to get inspired by all of YOU guys!! I asked my followers to send me their makeup looks that they were most proud of and tried my best to do them justice with recreating them with my own twist! Enjoy and don't forget to thumbs up!!  HAVE YOU SEEN MY LAST VIDEO? » http://bit.ly/ShapeTapeFoundation SISTER'S APPAREL » http://bit.ly/2BYGcZx SUBSCRIBE TO MY CHANNEL » http://bit.ly/JamesCharles for new videos!  ______  ♡ LET'S BE BFFS INSTAGRAM » http://instagram.com/jamescharles TWITTER » http://twitter.com/jamescharles SNAPCHAT » jamescharless  ______   ♡ COUPON CODES: MORPHE BRUSHES » Use code ""JAMES"" for 10% off all products http://morphebrushes.com LAURAS BOUTIQUE » Use code ""JAMES"" for 10% off all items http://lauras-boutique.com LILLY LASHES » Use code ""JAMES"" for 10% off all lashes https://lillylashes.com/ THE MAKEUP SHACK » Use code ""JAMES"" for 20% off all items online & in store http://themakeupshack.com NUBOUNSOM » Use code ""JAMES"" for 20% off all lashes https://nubounsom.com/ SKINDINAVIA » Use code ""JAMES"" for 25% off all products http://skindinavia.com OFRA » Use code ""JAMES"" for 30% off all products http://ofracosmetics.com UBER » Use code ""JAMESD15432UE"" for $20 off a ride!  ** All of the above links are affiliate links! I do make commission off of code uses. You don't have to use them, it's simply there to provide a discount for you guys! ______  ♡ GRAPHICS Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,422,youtube#video,kVjDikLYMEc,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2018-01-25,4555068
424,youtube#playlistItem,M3j1rvCRZD54OzWaylFq21WUkNM,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLi1lcDJPZEFVd0NN,2018-01-19T21:01:18Z,UCucot-Zp428OwkyRm2I7v2Q,TARTE SHAPE TAPE FOUNDATION FULL REVIEW,"HI SISTERS! For today's video, I've decided to give you guys a full review of the brand new Tarte Shape Tape Foundation. This launch was HUGE news in the beauty world, but caused a ton of controversy when Tarte launched the products with an extremely embarrassing shade range. Here's what I have to say. Enjoy.  HAVE YOU SEEN MY LAST VIDEO? » http://bit.ly/BlankCanvas2017 SISTER'S APPAREL » http://bit.ly/2BYGcZx SUBSCRIBE TO MY CHANNEL » http://bit.ly/JamesCharles for new videos!  ______  ♡ LET'S BE BFFS INSTAGRAM » http://instagram.com/jamescharles TWITTER » http://twitter.com/jamescharles SNAPCHAT » jamescharless  ______   ♡ COUPON CODES: MORPHE BRUSHES » Use code ""JAMES"" for 10% off all products http://morphebrushes.com LAURAS BOUTIQUE » Use code ""JAMES"" for 10% off all items http://lauras-boutique.com LILLY LASHES » Use code ""JAMES"" for 10% off all lashes https://lillylashes.com/ THE MAKEUP SHACK » Use code ""JAMES"" for 20% off all items online & in store http://themakeupshack.com NUBOUNSOM » Use code ""JAMES"" for 20% off all lashes https://nubounsom.com/ SKINDINAVIA » Use code ""JAMES"" for 25% off all products http://skindinavia.com OFRA » Use code ""JAMES"" for 30% off all products http://ofracosmetics.com UBER » Use code ""JAMESD15432UE"" for $20 off a ride!  ** All of the above links are affiliate links! I do make commission off of code uses. You don't have to use them, it's simply there to provide a discount for you guys! ______  ♡ GRAPHICS Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,423,youtube#video,-ep2OdAUwCM,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2018-01-19,6007176
